               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.025729,            0.015049,           0.0062523,             0.66535,             0.63273,             0.64719,             0.47824,            0.039136,            0.012148,             0.01851,            0.002872,            0.002872,            0.002872
                  38,            0.024916,            0.013493,           0.0056598,             0.63045,             0.65512,             0.64822,             0.48777,            0.038269,            0.012232,            0.017357,            0.002674,            0.002674,            0.002674
                  39,            0.025432,             0.01491,           0.0057836,             0.71193,             0.62509,             0.65386,             0.47699,            0.038143,            0.012226,            0.016581,            0.002476,            0.002476,            0.002476
                  40,            0.024578,            0.014112,           0.0060758,             0.68276,             0.66271,             0.66461,             0.49403,            0.037558,            0.011909,            0.016784,            0.002278,            0.002278,            0.002278
                  41,            0.023914,            0.013915,           0.0061543,             0.69722,             0.63365,             0.66821,             0.49773,            0.037344,            0.012131,            0.015584,             0.00208,             0.00208,             0.00208
                  42,            0.024147,            0.014263,           0.0054507,             0.67281,             0.64663,             0.66862,             0.49607,            0.037211,            0.012295,            0.015729,            0.001882,            0.001882,            0.001882
                  43,            0.023445,            0.014577,           0.0052306,             0.69924,             0.59908,             0.64248,             0.48862,            0.037149,            0.012041,            0.017259,            0.001684,            0.001684,            0.001684
                  44,             0.02294,            0.014134,           0.0053383,             0.75534,              0.5993,             0.65928,             0.49085,            0.036754,            0.012032,             0.01661,            0.001486,            0.001486,            0.001486
                  45,            0.023543,            0.013879,           0.0056087,             0.72201,             0.65922,             0.66742,             0.49784,            0.036873,            0.011993,            0.016322,            0.001288,            0.001288,            0.001288
                  46,             0.02211,            0.013862,           0.0052677,             0.66092,             0.66604,             0.67387,             0.50653,            0.037149,            0.012353,            0.017012,             0.00109,             0.00109,             0.00109
                  47,             0.02278,            0.013892,           0.0040559,             0.74278,              0.6379,             0.68031,             0.51097,            0.037335,            0.012382,            0.017231,            0.000892,            0.000892,            0.000892
                  48,            0.021824,            0.013339,           0.0046361,              0.7206,             0.65451,             0.68119,              0.5191,            0.037326,            0.012452,            0.017152,            0.000694,            0.000694,            0.000694
                  49,            0.022981,            0.013686,             0.00455,             0.70064,             0.66185,             0.67302,              0.5139,            0.037225,            0.012436,            0.017545,            0.000496,            0.000496,            0.000496
