               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.030662,            0.044039,                   0,             0.94797,             0.87819,             0.93557,             0.52128,             0.03353,            0.037194,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.029904,            0.042376,                   0,             0.94782,             0.86837,             0.93616,              0.5407,            0.032153,             0.03725,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.030032,            0.042156,                   0,              0.9367,             0.88703,             0.93558,             0.53185,            0.032256,            0.036609,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.029863,            0.041174,                   0,             0.94069,             0.88809,             0.93909,             0.53046,            0.032086,            0.037122,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.030111,            0.041495,                   0,             0.95461,             0.88409,             0.94151,             0.53695,            0.032001,            0.035946,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.029006,            0.041466,                   0,             0.95081,             0.89239,             0.94348,             0.53529,            0.031908,            0.036711,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.029195,            0.041544,                   0,             0.94125,             0.88126,             0.92747,             0.52173,            0.032354,             0.03765,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.028938,            0.040319,                   0,             0.93458,             0.91216,             0.94644,             0.53388,            0.032017,            0.035525,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.028243,            0.040539,                   0,             0.94856,             0.88766,              0.9347,             0.52006,            0.033369,            0.038465,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.028128,            0.040163,                   0,             0.94645,             0.89293,             0.93536,             0.53181,            0.032432,            0.037885,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.027906,            0.039353,                   0,             0.94245,              0.8998,             0.94057,             0.53462,            0.032352,            0.036839,                   0,            0.000496,            0.000496,            0.000496
