               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.029806,            0.046129,                   0,             0.94371,             0.85265,             0.92475,             0.51033,            0.032005,            0.040498,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.028644,            0.044995,                   0,             0.93629,             0.86739,              0.9235,             0.50616,            0.032067,            0.040136,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.028643,             0.04466,                   0,             0.92939,             0.86631,             0.92332,             0.51045,            0.031977,            0.041314,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.028793,            0.042949,                   0,              0.9292,             0.87132,             0.92775,              0.5098,            0.032425,            0.040444,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.028643,            0.044057,                   0,             0.93304,             0.86228,             0.92782,             0.51374,            0.032311,            0.040549,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.027708,             0.04411,                   0,             0.92099,             0.88173,             0.92989,             0.51226,            0.031831,            0.040726,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.028593,            0.044106,                   0,             0.92329,             0.87491,             0.93261,             0.51926,            0.032616,            0.040303,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.028003,            0.042644,                   0,             0.93186,             0.87721,             0.93367,             0.51614,            0.032508,            0.039911,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.027076,            0.042858,                   0,             0.92478,             0.87917,             0.93189,              0.5187,            0.032726,            0.040591,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.027252,            0.042962,                   0,             0.92903,             0.87623,             0.93191,             0.52045,            0.032437,            0.040657,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.027213,            0.042068,                   0,             0.94027,             0.86603,             0.93226,             0.51662,            0.032314,            0.041054,                   0,            0.000496,            0.000496,            0.000496
