               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.023965,            0.014125,           0.0041419,             0.62575,             0.68063,             0.64988,              0.4921,            0.036659,            0.012263,             0.01667,            0.002872,            0.002872,            0.002872
                  38,            0.023638,            0.012644,           0.0043463,             0.74126,             0.60243,             0.65737,             0.50914,            0.036335,             0.01213,            0.019373,            0.002674,            0.002674,            0.002674
                  39,            0.024018,            0.013772,           0.0038913,             0.70702,             0.64572,             0.68024,             0.53179,            0.036384,            0.012007,            0.016644,            0.002476,            0.002476,            0.002476
                  40,            0.022493,            0.012961,           0.0040514,             0.65156,               0.644,             0.67194,             0.52412,            0.036056,            0.011877,            0.015949,            0.002278,            0.002278,            0.002278
                  41,            0.022302,            0.013271,           0.0038565,             0.72926,                0.66,             0.68951,             0.53699,            0.036258,            0.011954,            0.015697,             0.00208,             0.00208,             0.00208
                  42,            0.022646,            0.013391,           0.0034136,             0.67415,             0.66874,             0.66542,             0.53232,            0.036301,            0.012271,            0.015602,            0.001882,            0.001882,            0.001882
                  43,            0.020985,            0.012952,           0.0028224,             0.71752,             0.66287,             0.66344,             0.52185,             0.03637,            0.012162,            0.016367,            0.001684,            0.001684,            0.001684
                  44,            0.021056,            0.012864,           0.0035044,             0.70198,             0.64733,             0.65931,             0.52961,            0.035954,            0.012256,            0.015206,            0.001486,            0.001486,            0.001486
                  45,            0.021261,            0.012723,           0.0026086,             0.68463,             0.66212,             0.65107,             0.52344,            0.036168,             0.01249,              0.0138,            0.001288,            0.001288,            0.001288
                  46,            0.019898,            0.012135,           0.0028064,             0.67089,             0.66015,             0.65085,             0.52379,            0.035746,            0.012649,            0.013542,             0.00109,             0.00109,             0.00109
                  47,            0.020164,            0.012534,           0.0023391,             0.68838,             0.64484,             0.65871,             0.52965,            0.035509,            0.012652,            0.014121,            0.000892,            0.000892,            0.000892
                  48,            0.019754,            0.012267,           0.0033379,             0.71584,             0.64229,             0.66247,             0.52906,            0.035512,            0.012723,            0.013644,            0.000694,            0.000694,            0.000694
                  49,            0.020093,            0.011933,           0.0025908,             0.70697,             0.65299,             0.67902,             0.53543,            0.035327,            0.012701,            0.013452,            0.000496,            0.000496,            0.000496
