               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.027664,             0.01844,            0.010319,              0.5594,              0.6025,             0.57334,             0.42357,            0.038464,            0.012529,            0.019122,            0.002872,            0.002872,            0.002872
                  38,            0.027332,            0.017197,           0.0096432,             0.55166,             0.57466,             0.58578,             0.43634,            0.039243,            0.012365,            0.024372,            0.002674,            0.002674,            0.002674
                  39,            0.027506,            0.018686,           0.0099949,             0.55594,             0.57386,             0.58716,             0.43523,            0.038919,            0.012239,            0.022912,            0.002476,            0.002476,            0.002476
                  40,            0.025987,             0.01823,            0.010051,             0.54642,             0.65114,             0.59645,             0.44015,            0.039125,            0.012211,            0.017174,            0.002278,            0.002278,            0.002278
                  41,            0.024995,            0.017468,            0.010608,             0.60423,             0.57724,             0.60331,             0.45256,            0.039194,            0.012376,            0.017101,             0.00208,             0.00208,             0.00208
                  42,            0.026031,            0.017735,           0.0097141,             0.55541,             0.62162,             0.61592,              0.4644,            0.039336,             0.01255,            0.019691,            0.001882,            0.001882,            0.001882
                  43,            0.025684,            0.018049,            0.008957,             0.60418,             0.58963,             0.62295,             0.47259,            0.039306,            0.012571,                0.02,            0.001684,            0.001684,            0.001684
                  44,            0.024722,            0.017601,           0.0097541,              0.6334,             0.58348,             0.60415,              0.4598,            0.039033,            0.012817,            0.017501,            0.001486,            0.001486,            0.001486
                  45,            0.025257,             0.01722,           0.0091832,             0.62702,             0.60534,             0.60259,             0.45806,            0.039081,            0.012926,            0.018418,            0.001288,            0.001288,            0.001288
                  46,            0.024922,             0.01735,           0.0090864,             0.60882,             0.62331,             0.60759,             0.45564,            0.038833,            0.013114,            0.019168,             0.00109,             0.00109,             0.00109
                  47,            0.024565,            0.016956,           0.0082515,             0.56796,             0.60438,             0.61155,             0.46542,            0.038737,            0.013008,            0.019497,            0.000892,            0.000892,            0.000892
                  48,            0.024034,            0.016446,           0.0090152,             0.57982,             0.63612,              0.6161,             0.46929,            0.038755,            0.012818,            0.018648,            0.000694,            0.000694,            0.000694
                  49,            0.024822,            0.016882,             0.00835,             0.58414,               0.644,             0.62156,             0.47483,            0.038553,             0.01289,            0.018508,            0.000496,            0.000496,            0.000496
