               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.032226,            0.046246,                   0,             0.92669,             0.88157,             0.93548,             0.52423,            0.033207,            0.037054,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.031512,            0.044666,                   0,             0.92664,             0.88605,             0.93307,             0.53158,            0.032232,            0.037449,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.031821,             0.04451,                   0,             0.91898,             0.89686,             0.93477,             0.51864,            0.033474,             0.03728,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.031606,             0.04341,                   0,             0.92545,             0.89025,             0.93462,             0.52585,             0.03307,             0.03735,                   0,            0.001882,            0.001882,            0.001882
                  43,             0.03147,            0.043675,                   0,             0.92129,             0.88532,             0.92732,             0.52004,             0.03344,            0.037347,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.030698,            0.043687,                   0,             0.93514,             0.88802,             0.93863,             0.53342,            0.032314,            0.036848,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.031027,            0.043766,                   0,             0.92244,             0.88114,             0.93045,              0.5121,            0.033823,            0.037254,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.030433,            0.042485,                   0,             0.92786,             0.88998,             0.94095,             0.52656,            0.032773,            0.036433,                   0,             0.00109,             0.00109,             0.00109
                  47,             0.02982,            0.042964,                   0,             0.93245,              0.8814,             0.92956,             0.51668,            0.033619,            0.038022,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.029913,            0.042574,                   0,              0.9292,             0.88952,             0.93357,             0.52584,            0.033192,            0.037524,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.029859,            0.041967,                   0,             0.93757,             0.87721,             0.93292,             0.52403,            0.033045,            0.037768,                   0,            0.000496,            0.000496,            0.000496
